Date,Prices
09/10/2022 17:48:11,29.822108030689588
09/10/2022 18:57:37,29.7818129030105
09/10/2022 19:20:01,29.817663292877565
09/10/2022 19:21:01,29.818393090398168
09/10/2022 19:22:01,29.818294616750002
09/10/2022 19:23:01,29.818294616750002
09/10/2022 19:24:01,29.818294616750002
09/10/2022 19:25:02,29.818294616750002
09/10/2022 19:30:01,29.818294616750002
09/10/2022 19:35:01,29.795193529403033
09/10/2022 19:40:01,29.781975451556224
09/10/2022 19:53:22,29.80400200824342
09/10/2022 19:55:00,29.805797380456237
09/10/2022 20:00:02,29.81853267466111
09/10/2022 20:05:01,29.819889757058835
09/10/2022 20:10:01,29.844018175554794
09/10/2022 20:15:01,29.804021377323032
09/10/2022 20:20:01,29.737126265372115
09/10/2022 20:25:01,29.696502280373977
09/10/2022 20:30:02,29.72511764091182
09/10/2022 20:35:01,29.72215765289895
09/10/2022 20:40:01,29.76138352845865
09/10/2022 20:45:01,29.758291507141223
09/10/2022 20:50:01,29.7509561674001
09/10/2022 20:55:02,29.72429876640787
09/10/2022 21:15:06,29.693214937937494
09/10/2022 21:50:01,29.707990349492746
09/10/2022 21:55:00,29.725500668631586
09/10/2022 22:00:00,29.727705450538906
09/10/2022 22:05:00,29.715557144373975
09/10/2022 22:10:01,29.71014862069333
09/10/2022 22:15:01,29.69707959925164
09/10/2022 22:20:01,29.684614352342273
09/10/2022 22:25:01,29.69711683912435
09/10/2022 22:30:00,29.69145383066025
09/10/2022 22:35:00,29.684981963683658
09/10/2022 22:40:00,29.679301738266993
09/10/2022 22:45:00,29.664040857677858
09/10/2022 22:50:01,29.664571113578717
09/10/2022 22:55:00,29.683002389483253
09/10/2022 23:00:01,29.70965330415359
09/10/2022 23:05:00,29.737748820540947
09/10/2022 23:10:00,29.66386743728172
09/10/2022 23:15:00,29.653692716720887
09/10/2022 23:20:01,29.62472581921972
09/10/2022 23:25:01,29.646687354368908
09/10/2022 23:30:01,29.592415181718813
09/10/2022 23:35:00,29.61093236667916
09/10/2022 23:40:00,29.591415183680397
09/10/2022 23:45:00,29.59332438576679
09/10/2022 23:50:00,29.57361377255161
09/10/2022 23:55:02,29.579978354334095
10/10/2022 00:00:00,29.585226601987433
10/10/2022 00:05:01,29.555757976042646
10/10/2022 00:10:01,29.54613853353373
10/10/2022 00:18:23,29.555095590716352
10/10/2022 00:20:01,29.56116478584044
10/10/2022 00:25:01,29.592054165849316
10/10/2022 00:30:01,29.6121251744831
10/10/2022 00:35:00,29.611065212702634
10/10/2022 00:40:00,29.62939938679868
10/10/2022 00:45:04,29.65048598912865
10/10/2022 00:50:01,29.70271154859354
10/10/2022 00:55:01,29.718935226873043
10/10/2022 01:00:01,29.72857633310964
10/10/2022 01:05:00,29.727588845997563
10/10/2022 08:27:41,29.65537178009458
10/10/2022 08:30:01,29.669870402066138
10/10/2022 08:35:01,29.67824636563049
10/10/2022 08:40:00,29.715358349905173
10/10/2022 08:45:01,29.739355923614117
10/10/2022 09:05:01,29.733978556207486
10/10/2022 09:10:00,29.70717363381837
10/10/2022 09:15:01,29.733200870402413
10/10/2022 09:20:01,29.72086636252551
10/10/2022 09:25:01,29.66408296890803
10/10/2022 09:30:01,29.548562712411098
10/10/2022 09:35:01,29.522213763973372
10/10/2022 09:40:00,29.43113199804875
10/10/2022 09:45:00,29.42450007257472
10/10/2022 09:50:00,29.43511860740766
10/10/2022 09:55:01,29.454275404899228
10/10/2022 10:00:01,29.426293763314934
10/10/2022 10:08:07,29.394235471217556
10/10/2022 10:10:01,29.40627769518896
10/10/2022 10:15:01,29.42025307102752
10/10/2022 10:20:00,29.4232252901745
10/10/2022 10:25:00,29.43814288799781
10/10/2022 10:30:01,29.454691195972142
10/10/2022 10:35:01,29.45629625661258
10/10/2022 10:40:01,29.463931002313306
10/10/2022 10:45:16,29.442536848700964
10/10/2022 13:10:00,29.54952040838043
10/10/2022 13:15:00,29.58583893359843
10/10/2022 13:20:00,29.599061854900405
10/10/2022 13:25:00,29.61069821631873
10/10/2022 13:30:01,29.60055996197073
10/10/2022 13:35:01,29.606066635941225
10/10/2022 13:40:01,29.605202705124075
10/10/2022 15:28:04,29.583135535987847
10/10/2022 15:30:03,29.620942350794717
10/10/2022 15:35:00,29.640857978669132
10/10/2022 15:40:01,29.6329934246178
10/10/2022 15:45:01,29.503769856832495
10/10/2022 15:50:00,29.480802115682987
10/10/2022 15:55:00,29.470345032199013
10/10/2022 16:00:01,29.406286053252614
10/10/2022 16:05:00,29.43104965202519
10/10/2022 16:10:00,29.43512194015161
10/10/2022 16:15:01,29.438851845362876
10/10/2022 16:20:02,29.47405172302973
10/10/2022 16:25:00,29.44342334121602
10/10/2022 16:30:00,29.532953118394026
10/10/2022 17:56:24,29.483892449477374
10/10/2022 18:00:14,29.38250333322504
10/10/2022 18:25:01,29.321688569906282
10/10/2022 18:30:00,29.328085112225835
10/10/2022 18:35:00,29.343812122394613
10/10/2022 18:40:03,29.41040704875563
10/10/2022 18:45:01,29.339051521378128
10/10/2022 18:50:01,29.30083322244998
10/10/2022 18:55:00,29.423654439579153
10/10/2022 19:00:03,29.425114904883653
10/10/2022 19:05:01,29.391421923584716
10/10/2022 19:10:00,29.364188069491025
10/10/2022 19:15:00,29.354051838485972
10/10/2022 19:20:01,29.33287923907678
10/10/2022 19:25:01,29.346201705559267
10/10/2022 19:30:01,29.317197907840917
10/10/2022 19:35:01,29.311319549640924
10/10/2022 19:40:00,29.339667417281746
10/10/2022 19:45:00,29.346603635001852
10/10/2022 19:50:01,29.326666484261644
10/10/2022 19:55:01,29.322226905205156
10/10/2022 20:00:01,29.32587406404756
10/10/2022 20:05:00,29.358290698067904
10/10/2022 20:35:01,29.36807687850018
10/10/2022 20:40:01,29.405366220197852
10/10/2022 20:45:01,29.412285680467086
10/10/2022 20:50:02,29.39809563920588
10/10/2022 20:55:03,29.37670623376406
10/10/2022 21:00:01,29.400820069077323
10/10/2022 21:05:01,29.378556347235545
10/10/2022 21:10:00,29.386942662537912
10/10/2022 21:15:01,29.39148146824294
10/10/2022 21:20:00,29.384666257830258
10/10/2022 21:25:00,29.386396491799772
10/10/2022 21:30:01,29.384637106273164
10/10/2022 21:35:01,29.38967474284709
10/10/2022 21:40:01,29.401810692632058
10/10/2022 21:45:00,29.368787908028338
10/10/2022 21:50:00,29.369521106800985
10/10/2022 21:55:01,29.380375607395585
10/10/2022 22:00:00,29.37665759211843
10/10/2022 22:05:00,29.38691398355152
10/10/2022 22:10:01,29.407394534208482
10/10/2022 22:15:01,29.3659976269518
10/10/2022 22:20:01,29.36465431379561
10/10/2022 22:25:01,29.35671231706723
10/10/2022 22:30:01,29.35436767781316
10/10/2022 22:35:01,29.367977083232425
10/10/2022 22:40:01,29.36064375616508
10/10/2022 22:45:01,29.351419069041313
10/10/2022 22:50:00,29.334754399170343
10/10/2022 22:55:00,29.31151608898733
10/10/2022 23:00:01,29.312042508417026
10/10/2022 23:05:01,29.321671080444478
10/10/2022 23:10:00,29.2645997667738
10/10/2022 23:15:02,29.029955719082952
10/10/2022 23:20:01,29.008837801108715
10/10/2022 23:25:01,29.06638635220699
10/10/2022 23:30:01,29.086808655831934
10/10/2022 23:35:01,29.086430440932894
10/10/2022 23:40:01,29.068023761964415
10/10/2022 23:45:00,29.071666672031363
10/10/2022 23:50:01,29.084552117491842
10/10/2022 23:55:01,29.027570436763085
11/10/2022 00:00:03,29.03442275490479
11/10/2022 00:05:01,29.01559754263463
11/10/2022 00:10:00,29.038141888891314
11/10/2022 00:15:01,29.021589354241488
11/10/2022 00:20:01,29.038482415414823
11/10/2022 00:25:01,29.07167498890076
11/10/2022 00:30:01,29.07267980795651
11/10/2022 00:35:01,29.053073366257387
11/10/2022 00:40:01,29.02725199979809
11/10/2022 00:45:00,28.990589188205703
11/10/2022 00:50:00,28.95598933872172
11/10/2022 00:55:00,28.896790647416882
11/10/2022 01:00:02,28.869708928639096
11/10/2022 01:05:01,28.875654800082373
11/10/2022 01:10:00,28.683875624519956
11/10/2022 08:05:00,28.60947509473981
11/10/2022 08:10:00,28.605347924150788
11/10/2022 08:15:00,28.568659298910912
11/10/2022 08:20:01,28.531418005351185
11/10/2022 08:25:01,28.566394296745223
11/10/2022 08:30:01,28.582691748160883
11/10/2022 08:35:01,28.556196718435235
11/10/2022 08:40:01,28.578504611657674
11/10/2022 08:45:01,28.610009720440548
11/10/2022 08:50:01,28.61560862566026
11/10/2022 08:55:01,28.655283162146546
11/10/2022 09:00:01,28.649644569400458
11/10/2022 09:05:01,28.633437667871863
11/10/2022 09:10:01,28.576305345801988
11/10/2022 09:15:00,28.588604381654847
11/10/2022 09:20:00,28.646643498711352
11/10/2022 09:25:00,28.6134362097021
11/10/2022 09:30:00,28.595812797731007
11/10/2022 09:35:00,28.607823225734318
11/10/2022 09:40:00,28.611152968956812
11/10/2022 09:45:00,28.597204467634196
11/10/2022 09:50:01,28.56948400001368
11/10/2022 09:55:01,28.58157700054186
11/10/2022 11:30:01,28.422425158117733
11/10/2022 11:35:01,28.40495522552356
11/10/2022 11:40:01,28.384884103404264
11/10/2022 11:45:00,28.398167195044458
11/10/2022 11:50:01,28.4033712094228
11/10/2022 11:55:01,28.409827409099265
11/10/2022 12:00:01,28.411942369817286
11/10/2022 12:05:01,28.388511130415043
11/10/2022 12:10:01,28.399332428514633
11/10/2022 12:15:00,28.42997057024074
11/10/2022 12:20:01,28.40200916411174
11/10/2022 12:25:03,28.370507992172502
11/10/2022 12:30:00,28.368764572080053
11/10/2022 12:35:01,28.376571087484084
11/10/2022 12:40:01,28.345881800895665
11/10/2022 12:45:00,28.345355514742142
11/10/2022 12:50:01,28.384645542612095
11/10/2022 12:55:00,28.36232655685249
11/10/2022 13:00:02,28.365378725913825
11/10/2022 13:05:01,28.45196376852949
11/10/2022 13:10:01,28.466906799496147
11/10/2022 13:15:01,28.489148707964752
11/10/2022 13:20:01,28.490866905013085
11/10/2022 13:25:00,28.514080834776504
11/10/2022 14:20:01,28.440854269978914
11/10/2022 14:25:01,28.45514814978459
11/10/2022 14:30:01,28.46465587192278
11/10/2022 15:00:00,28.40044571093323
11/10/2022 15:05:00,28.312204424055
11/10/2022 15:10:00,28.240275408302736
11/10/2022 15:15:01,28.226473942605452
11/10/2022 15:20:01,28.278511311459972
11/10/2022 15:25:01,28.27950281837393
11/10/2022 15:30:00,28.295755718509792
11/10/2022 15:35:00,28.243523434647425
11/10/2022 15:40:00,28.26343209445032
11/10/2022 15:45:01,28.317440287501135
11/10/2022 16:25:01,28.326934244767706
11/10/2022 16:30:01,28.306712501989196
11/10/2022 16:35:14,28.241437686477777
11/10/2022 16:40:01,28.313048503343428
11/10/2022 16:45:01,28.33978363488002
11/10/2022 16:50:01,28.33117275050557
11/10/2022 16:58:02,28.276639868974446
11/10/2022 17:00:00,28.278718323562558
11/10/2022 17:05:00,28.31274161067912
11/10/2022 17:10:00,28.307284626659783
11/10/2022 18:40:01,28.486843903452687
11/10/2022 18:45:02,28.48134710992549
11/10/2022 18:50:01,28.482205450392133
11/10/2022 18:55:01,28.488360419627096
11/10/2022 19:00:01,28.47098413344713
11/10/2022 19:05:01,28.471423936683944
11/10/2022 19:10:01,28.484182360434804
11/10/2022 19:15:01,28.44769078774627
11/10/2022 19:20:01,28.444267675322667
11/10/2022 19:25:01,28.42421704084707
11/10/2022 19:30:01,28.407329871920265
11/10/2022 19:35:00,28.419979669473143
11/10/2022 19:40:00,28.430093734486018
11/10/2022 20:10:00,28.594543417568698
11/10/2022 20:15:01,28.544297484366055
11/10/2022 20:20:01,28.454690173410913
11/10/2022 20:25:01,28.388226663213036
11/10/2022 20:30:01,28.470298667338998
11/10/2022 20:35:01,28.474772010056547
11/10/2022 20:40:01,28.470135222698126
11/10/2022 20:45:00,28.492101175352193
11/10/2022 20:50:00,28.50846216311752
11/10/2022 20:55:00,28.472229866037473
11/10/2022 21:00:03,28.41459164826739
11/10/2022 21:05:01,28.421416070652857
11/10/2022 21:10:01,28.42149070998712
11/10/2022 21:15:01,28.482120321791626
11/10/2022 21:20:01,28.477904659169504
11/10/2022 21:25:02,28.472432078768154
11/10/2022 21:30:01,28.510722838256836
